id,name,wpn1,wpn2,wpn3,wpn4,wpn5,wpn6,wpn7,armor1,armor2,armor3,armor4,rt,reclimit,basecost,rcost,size,ressize,hp,prot,mr,mor,str,att,def,prec,enc,mapmove,ap,ambidextrous,mounted,mountmnr,skilledrider,reinvigoration,leader,undeadleader,magicleader,startage,maxage,hand,bow,head,body,foot,misc,crownonly,pathcost,startdom,bonusspells,F,A,W,E,S,D,N,G,B,H,rand1,nbr1,link1,mask1,rand2,nbr2,link2,mask2,rand3,nbr3,link3,mask3,rand4,nbr4,link4,mask4,holy,inquisitor,mind,inanimate,undead,demon,magicbeing,stonebeing,animal,coldblood,female,forestsurvival,mountainsurvival,wastesurvival,swampsurvival,cavesurvival,aquatic,amphibian,pooramphibian,float,flying,stormimmune,teleport,immobile,noriverpass,sailingshipsize,sailingmaxunitsize,stealthy,illusion,spy,assassin,patience,seduce,succubus,corrupt,heal,immortal,domimmortal,reinc,noheal,neednoteat,homesick,undisciplined,formationfighter,slave,standard,inspirational,taskmaster,beastmaster,bodyguard,waterbreathing,iceprot,invulnerable,slashres,bluntres,pierceres,shockres,fireres,coldres,poisonres,acidres,voidsanity,darkvision,blind,animalawe,awe,haltheretic,fear,berserk,cold,heat,fireshield,banefireshield,damagerev,poisoncloud,diseasecloud,slimer,mindslime,reform,regeneration,reanimator,poisonarmor,petrify,eyeloss,ethereal,ethtrue,deathcurse,trample,trampswallow,stormpower,firepower,coldpower,darkpower,chaospower,magicpower,winterpower,springpower,summerpower,fallpower,forgebonus,fixforgebonus,mastersmith,resources,autohealer,autodishealer,alch,nobadevents,event,insane,shatteredsoul,leper,taxcollector,gem,gemprod,chaosrec,pillagebonus,patrolbonus,castledef,siegebonus,incprovdef,supplybonus,incunrest,popkill,researchbonus,drainimmune,inspiringres,douse,adeptsacr,crossbreeder,makepearls,pathboost,allrange,voidsum,heretic,elegist,shapechange,firstshape,secondshape,secondtmpshape,landshape,watershape,forestshape,plainshape,xpshape,unique,fixedname,special,nametype,summon,n_summon,batstartsum1,batstartsum2,domsummon,domsummon2,domsummon20,raredomsummon,bloodvengeance,bringeroffortune,realm1,realm2,realm3,batstartsum3,batstartsum4,batstartsum5,batstartsum1d6,batstartsum2d6,batstartsum3d6,batstartsum4d6,batstartsum5d6,batstartsum6d6,turmoilsummon,coldsummon,scalewalls,deathfire,uwregen,shrinkhp,growhp,transformation,startingaff,fixedresearch,divineins,lamialord,preanimator,dreanimator,mummify,onebattlespell,fireattuned,airattuned,waterattuned,earthattuned,astralattuned,deathattuned,natureattuned,bloodattuned,magicboostF,magicboostA,magicboostW,magicboostE,magicboostS,magicboostD,magicboostN,magicboostALL,eyes,heatrec,coldrec,spreadchaos,spreaddeath,corpseeater,poisonskin,bug,uwbug,spreaddom,battlesum5,acidshield,drake,prophetshape,horror,enchrebate50p,latehero,sailsize,uwdamage,landdamage,rpcost,buffer,rand5,nbr5,link5,mask5,rand6,nbr6,link6,mask6,mummification,diseaseres,raiseonkill,raiseshape,sendlesserhorrormult,xploss,theftofthesunawe,incorporate,hpoverslow,blessbers,dragonlord,curseattacker,uwheat,slothresearch,horrordeserter,mindvessel,elementrange,sorceryrange,older,disbelieve,firerange,astralrange,landreinvigoration,naturerange,beartattoo,horsetattoo,reincarnation,wolftattoo,boartattoo,sleepaura,snaketattoo,appetite,astralfetters,foreignmagicboost,templetrainer,infernoret,kokytosret,addrandomage,unsurr,combatcaster,homeshape,speciallook,aisinglerec,nowish,bugreform,mason,onisummon,sunawe,spiritsight,ownblood,invisible,startaff,ivylord,spellsinger,magicstudy,triplegod,triplegodmag,unify,triple3mon,yearturn,fortkill,thronekill,digest,indepmove,unteleportable,reanimpriest,stunimmunity,entangle,alchemy,woundfend,singlebattle,falsearmy,summon5,ainorec,researchwithoutmagic,slaver,autocompete,deathparalyze,adventurers,cleanshape,reglab,reqtemple,horrormarked,changetargetgenderforseductionandseductionimmune,corpseconstruct,guardianspiritmodifier,isashah,isayazad,isadaeva,blessfly,plant,clockworklord,commaster,comslave,minsizeleader,snowmove,swimming,stupid,skirmisher,ironvul,heathensummon,unseen,powerofdeath,reformtime,immortalrespawn,nomovepen,wolf,dungeon,graphicsize,twiceborn,aboleth,tmpastralgems,localsun,tmpfiregems,defiler,mountedbeserk,lanceok,startheroab,minprison,uwfireshield,saltvul,landenc,plaguedoctor,curseluckshield,pathboostuw,pathboostland,noarmormapmovepenalty,farthronekill,hpoverflow,indepstay,polyimmune,horrormark,deathdisease,allret,percentpathreduction,aciddigest,beckon,slaverbonus,carcasscollector,mindcollar,labpromotion,mountainrec,indepspells,enchrebate50,summon1,randomspell,deathpower,deathrec,norange,insanify,reanimator,defector,nohof,batstartsum1d3,enchrebate10,undying,moralebonus,uncurableaffliction,autoblessed,wintersummon1d3,stygianguide,almostundead,truesight,smartmount,mobilearcher,reformingflesh,fearoftheflood,spiritform,chorusslave,chorusmaster,tightrein,corpsestitcher,reconstruction,nofriders,coridermnr,holycost,animatemnr,lich,glamourman,erastartageincrease,moreorder,moregrowth,moreprod,moreheat,moreluck,moremagic,nofmounts,divinebeing,falsedamagerecovery,uwpathboost,nofalldmg,randomitems,fireempower,airempower,waterempower,earthempower,popspy,capitalhome,deathslimeexpl,deathpoisonexpl,deathshockexpl,drawsize,clumsy,petrificationimmune,regainmount,nobarding,scarsouls,spikebarbs,pretenderstartsite,mountiscom,nothrowoff,offscriptresearch,bird,decayres,unmountedspr,cubmother,exhaustion,glamour,end
282,Wolf Rider,1,1090,,,,,,15,2,120,,1,,10007,1,2,2,8,0,12,9,9,10,10,10,3,12,10,,,3532,1,,50,,,,100,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37032,,,,
283,Chief,6,1090,,,,,,15,119,2,,1,,10007,1,2,2,10,0,12,10,9,10,10,10,3,12,10,,,3532,,,50,,,,100,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37004,,,,
284,Wolf,,,,,,,,,,,,1,,0,1,3,3,8,2,7,12,9,11,12,9,2,20,26,,,,,,50,,,,,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Spearman,,,,,,,,11,20,2,16,1,,10010,1,3,3,10,0,10,10,10,10,10,10,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Maceman,,,,,,,,11,20,2,16,1,,10010,1,3,3,10,0,10,10,10,10,10,10,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Swordsman,,,,,,,,11,20,2,16,1,,10010,1,3,3,10,0,10,10,10,10,10,10,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Heavy Crossbowman,,,,,,,,14,20,,,1,,10010,1,3,3,10,0,10,10,10,10,10,10,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Pikeneer,,,,,,,,9,20,,,1,,10010,1,3,3,10,0,10,11,10,10,10,10,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Crossbowman,,,,,,,,6,20,,,1,,10010,1,3,3,10,0,10,10,10,10,10,10,4,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Captain,,,,,,,,6,20,2,16,1,,10010,1,3,3,11,0,10,12,10,11,11,10,3,14,12,,,,,,100,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Heavy Cavalry,,,,,,,,17,20,3,,1,,10010,1,3,3,10,0,10,10,10,10,10,10,3,14,12,,,3516,1,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,506,,,,
293,Captain,,,,,,,,14,21,,,1,,10010,1,3,3,11,0,10,12,10,11,11,10,5,14,12,,,,,,100,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Nerid,92,1055,,,,,,,,,,1,,10000,1,9,9,82,6,18,30,19,12,13,12,3,20,15,,,,,,150,,,,,2,1,1,1,0,3,,50,3,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,9,,,,,,1062,,2858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Sacred Serpent,,,,,,,,,,,,1,,10,1,4,4,22,7,14,14,14,14,11,10,3,10,8,,,,,,50,,,,,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Hydra Tamer,,,,,,,,5,123,,,1,,10010,1,3,3,11,0,10,16,11,11,13,10,3,14,11,,,,,,10,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Warrior Illusion,,,,,,,,,,,,1,,0,1,3,3,1,0,10,50,10,10,10,10,0,3,12,,,,,,50,,,0,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Wolf Illusion,,,,,,,,,,,,1,,0,1,3,3,1,0,10,50,9,10,10,10,0,3,26,,,,,,50,,,0,,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Wight Mage,,,,,,,,,,,158,1,,0,1,3,3,21,5,16,18,17,12,12,10,0,20,10,,,,,,10,50,,,,2,1,1,1,1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,25,25,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Jotun Hurler,,,,,,,,15,119,,,1,,10030,1,6,6,33,5,12,12,21,10,7,10,3,16,14,,,,,,50,,,,200,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
